claim_filed,claim_amount,fraud_flag,settlement_days,vehicle_age,vehicle_type,fuel_type,vehicle_value,engine_capacity_cc,safety_rating_ncap,anti_theft_device,driver_age,driving_experience_years,annual_mileage,usage_type,credit_score_tier,speeding_violations_count,past_claims_count,coverage_tier,deductible_amount,no_claim_bonus_pct,annual_premium,risk_zone,parking_location
0,0.0,0,0,4,TRUCK,PETROL,25251.03,1550,5,0,43,20,8400,PERSONAL,GOOD,2,0,ZERO_DEP_PREMIUM,500,25,1416.29,METROPOLITAN,STREET_PARKING
0,0.0,0,0,15,SUV,PETROL,7608.16,800,3,1,33,8,18200,PERSONAL,GOOD,1,0,ZERO_DEP_PREMIUM,1000,0,455.81,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,LUXURY_COUPE,HYBRID,17497.37,2790,2,0,24,4,11600,COMMUTE,EXCELLENT,3,0,COMPREHENSIVE,500,0,778.34,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,16,SUV,PETROL,8331.87,2860,1,0,39,18,12600,PERSONAL,FAIR,2,1,COMPREHENSIVE,500,45,252.78,URBAN,LOCKED_GARAGE
0,0.0,0,0,12,SUV,PETROL,9428.78,2290,3,1,64,45,7300,COMMERCIAL,GOOD,1,0,COMPREHENSIVE,500,35,351.0,SUBURBAN,PRIVATE_DRIVEWAY
1,892.92,0,19,10,TRUCK,PETROL,17316.86,2330,2,0,45,14,2000,RIDESHARE,GOOD,2,0,THIRD_PARTY,250,0,544.14,METROPOLITAN,LOCKED_GARAGE
1,10665.82,0,23,12,SUV,DIESEL,11222.01,1540,3,1,33,6,19300,PERSONAL,GOOD,2,1,ZERO_DEP_PREMIUM,500,0,768.61,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,7,SUV,PETROL,20198.54,1370,5,0,44,22,16600,COMMUTE,EXCELLENT,1,0,COMPREHENSIVE,500,25,538.91,RURAL,STREET_PARKING
1,1003.74,0,16,12,HATCHBACK,HYBRID,4196.46,2290,5,1,51,16,16000,COMMUTE,FAIR,1,0,ZERO_DEP_PREMIUM,250,45,250.0,URBAN,STREET_PARKING
0,0.0,0,0,15,SEDAN,ELECTRIC,5602.76,1740,1,1,29,9,13100,COMMUTE,EXCELLENT,0,0,ZERO_DEP_PREMIUM,1000,25,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,SUV,DIESEL,8881.04,1640,5,0,38,11,10300,PERSONAL,GOOD,0,1,COMPREHENSIVE,2000,20,250.0,URBAN,PRIVATE_DRIVEWAY
1,7369.7,0,28,11,SUV,PETROL,13454.46,880,1,0,40,21,14600,PERSONAL,GOOD,2,0,ZERO_DEP_PREMIUM,500,35,720.35,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,1,HATCHBACK,ELECTRIC,13883.27,1990,4,0,36,16,18400,PERSONAL,GOOD,0,0,THIRD_PARTY,500,50,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,13,SEDAN,HYBRID,7505.95,1500,1,0,25,5,16500,PERSONAL,FAIR,0,0,COMPREHENSIVE,500,0,261.81,URBAN,PRIVATE_DRIVEWAY
1,7784.64,0,26,6,SEDAN,HYBRID,15036.79,1860,2,0,51,15,9400,RIDESHARE,EXCELLENT,0,0,THIRD_PARTY,250,0,374.05,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,14,HATCHBACK,PETROL,4000.0,2250,5,0,18,0,20300,PERSONAL,GOOD,1,0,COMPREHENSIVE,500,0,250.0,URBAN,STREET_PARKING
0,0.0,0,0,10,SEDAN,DIESEL,8903.57,800,3,1,33,6,14300,PERSONAL,POOR,1,0,COMPREHENSIVE,1000,50,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,SUV,DIESEL,8168.99,1410,5,0,32,6,14200,RIDESHARE,GOOD,2,1,COMPREHENSIVE,250,0,479.92,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,HATCHBACK,CNG,7761.9,1310,5,1,34,13,10400,COMMERCIAL,GOOD,1,0,THIRD_PARTY,1000,20,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,17,HATCHBACK,PETROL,4000.0,1260,1,0,62,22,11000,COMMUTE,EXCELLENT,1,1,COMPREHENSIVE,1000,35,250.0,METROPOLITAN,LOCKED_GARAGE
1,5806.35,0,17,16,SEDAN,ELECTRIC,5806.35,870,1,0,38,9,15300,COMMUTE,EXCELLENT,2,1,THIRD_PARTY,250,45,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,6,TRUCK,DIESEL,29038.08,1830,5,0,57,26,5300,COMMERCIAL,EXCELLENT,2,0,ZERO_DEP_PREMIUM,500,25,1370.66,RURAL,LOCKED_GARAGE
0,0.0,0,0,9,HATCHBACK,HYBRID,5760.06,890,2,0,44,26,11300,COMMUTE,FAIR,2,1,ZERO_DEP_PREMIUM,500,45,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,10,SUV,DIESEL,14571.21,2140,5,1,48,26,10500,COMMERCIAL,GOOD,1,0,THIRD_PARTY,500,25,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,14,HATCHBACK,HYBRID,4000.0,1850,4,0,38,14,12700,PERSONAL,EXCELLENT,1,1,COMPREHENSIVE,2000,50,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,13,HATCHBACK,PETROL,4007.96,1800,3,1,52,17,15800,PERSONAL,FAIR,1,0,THIRD_PARTY,500,45,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,HATCHBACK,PETROL,4000.0,800,4,1,33,8,4900,PERSONAL,FAIR,2,0,ZERO_DEP_PREMIUM,1000,0,250.0,URBAN,STREET_PARKING
0,0.0,0,0,7,HATCHBACK,PETROL,8577.28,2870,5,0,36,16,25000,PERSONAL,EXCELLENT,3,2,THIRD_PARTY,500,0,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,9,HATCHBACK,HYBRID,8251.15,1330,5,0,35,7,13800,PERSONAL,GOOD,0,0,COMPREHENSIVE,500,0,280.03,URBAN,LOCKED_GARAGE
0,0.0,0,0,8,LUXURY_COUPE,PETROL,41833.78,3630,5,0,27,7,17700,RIDESHARE,EXCELLENT,2,0,COMPREHENSIVE,250,0,2169.65,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,17,HATCHBACK,DIESEL,4400.18,2090,3,0,42,23,20100,PERSONAL,EXCELLENT,0,0,THIRD_PARTY,250,50,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,5,TRUCK,CNG,27515.05,2150,3,0,54,24,25900,COMMUTE,FAIR,2,1,THIRD_PARTY,250,0,549.66,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,11,HATCHBACK,HYBRID,5257.47,2930,4,1,37,18,15100,PERSONAL,FAIR,1,0,COMPREHENSIVE,250,35,250.0,METROPOLITAN,LOCKED_GARAGE
1,11654.78,0,30,2,TRUCK,DIESEL,29892.43,2670,2,1,31,11,8100,PERSONAL,FAIR,2,0,ZERO_DEP_PREMIUM,1000,35,1209.47,METROPOLITAN,STREET_PARKING
0,0.0,0,0,16,LUXURY_COUPE,ELECTRIC,15237.1,2350,2,0,69,42,5800,COMMUTE,GOOD,0,0,ZERO_DEP_PREMIUM,1000,0,626.69,SUBURBAN,STREET_PARKING
0,0.0,0,0,7,SEDAN,PETROL,14690.18,1350,5,0,37,12,16900,PERSONAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,2000,0,591.28,SUBURBAN,STREET_PARKING
0,0.0,0,0,6,SEDAN,DIESEL,16276.25,2270,5,1,52,17,11700,COMMUTE,GOOD,0,0,THIRD_PARTY,2000,25,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,11,HATCHBACK,DIESEL,5978.27,1250,4,0,42,13,24600,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,1000,25,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,9,SUV,ELECTRIC,14871.46,1350,3,1,57,19,9400,PERSONAL,GOOD,3,2,COMPREHENSIVE,250,0,629.52,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,HATCHBACK,PETROL,4000.0,1210,1,1,41,19,7500,PERSONAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,250,25,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,10,TRUCK,PETROL,21114.66,1810,5,0,41,17,7100,COMMUTE,EXCELLENT,0,0,COMPREHENSIVE,1000,0,626.15,SUBURBAN,STREET_PARKING
0,0.0,0,0,9,COMMERCIAL_VAN,DIESEL,13637.44,1150,5,0,41,17,29300,COMMERCIAL,POOR,0,1,THIRD_PARTY,250,50,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,1,SUV,DIESEL,35380.28,2750,4,1,38,12,24400,COMMUTE,GOOD,1,0,COMPREHENSIVE,1000,0,1276.83,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,0,HATCHBACK,HYBRID,14679.69,2250,5,1,43,14,7400,COMMERCIAL,EXCELLENT,0,1,COMPREHENSIVE,1000,45,417.2,SUBURBAN,STREET_PARKING
0,0.0,0,0,7,SEDAN,DIESEL,12340.55,1750,3,0,31,11,11800,PERSONAL,EXCELLENT,2,0,THIRD_PARTY,500,45,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,HATCHBACK,HYBRID,4000.0,1240,5,0,49,17,11500,PERSONAL,FAIR,0,0,ZERO_DEP_PREMIUM,1000,45,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,SEDAN,DIESEL,5045.31,1240,1,0,80,28,2600,COMMERCIAL,FAIR,1,0,ZERO_DEP_PREMIUM,500,45,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,11,HATCHBACK,ELECTRIC,5807.14,1360,4,0,29,8,13300,COMMERCIAL,FAIR,5,0,THIRD_PARTY,2000,25,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,11,HATCHBACK,DIESEL,4926.37,2760,4,1,46,23,18400,COMMUTE,EXCELLENT,4,0,ZERO_DEP_PREMIUM,500,20,329.22,URBAN,LOCKED_GARAGE
0,0.0,0,0,7,HATCHBACK,PETROL,10216.02,1790,5,0,42,10,14500,RIDESHARE,POOR,0,1,THIRD_PARTY,500,50,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,3,HATCHBACK,PETROL,11398.41,2090,3,1,26,4,12400,RIDESHARE,EXCELLENT,2,0,COMPREHENSIVE,500,45,481.47,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,0,SUV,HYBRID,34689.71,1730,5,1,53,28,11500,COMMUTE,GOOD,3,0,THIRD_PARTY,500,25,543.88,URBAN,LOCKED_GARAGE
0,0.0,0,0,6,SEDAN,PETROL,15836.14,1020,3,0,36,12,11300,COMMUTE,GOOD,1,1,COMPREHENSIVE,1000,20,574.83,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,6,SEDAN,DIESEL,17608.82,1670,3,1,32,6,15300,PERSONAL,FAIR,0,0,COMPREHENSIVE,250,50,347.8,RURAL,STREET_PARKING
0,0.0,0,0,3,LUXURY_COUPE,PETROL,51422.5,1800,3,0,61,35,23400,COMMUTE,GOOD,3,0,COMPREHENSIVE,250,0,2381.23,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,4,COMMERCIAL_VAN,ELECTRIC,23697.88,2380,4,0,37,10,11600,PERSONAL,POOR,2,0,COMPREHENSIVE,250,45,505.05,RURAL,LOCKED_GARAGE
0,0.0,0,0,0,SUV,PETROL,26618.65,1110,3,1,58,23,9100,COMMUTE,GOOD,1,1,ZERO_DEP_PREMIUM,500,25,1115.81,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,11,SEDAN,DIESEL,8797.56,1230,3,0,50,22,8100,RIDESHARE,FAIR,0,1,ZERO_DEP_PREMIUM,250,25,486.35,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,SUV,DIESEL,9094.41,2130,5,1,43,24,26200,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,1000,0,464.14,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,13,HATCHBACK,PETROL,4095.08,1150,5,0,51,22,26100,COMMUTE,GOOD,0,1,THIRD_PARTY,500,20,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,8,SUV,DIESEL,22893.16,1460,5,0,53,15,13700,PERSONAL,EXCELLENT,2,0,COMPREHENSIVE,500,20,773.69,URBAN,LOCKED_GARAGE
0,0.0,0,0,7,SEDAN,HYBRID,14373.8,800,3,1,40,15,14800,PERSONAL,GOOD,1,0,COMPREHENSIVE,500,45,372.09,URBAN,LOCKED_GARAGE
0,0.0,0,0,5,SUV,DIESEL,21695.49,1390,3,0,37,12,12400,COMMUTE,GOOD,4,0,COMPREHENSIVE,1000,25,1059.5,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SEDAN,CNG,20650.86,1990,4,0,54,17,6800,COMMERCIAL,GOOD,0,0,ZERO_DEP_PREMIUM,250,25,1162.61,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,11,SUV,ELECTRIC,10420.32,1190,2,0,81,30,13900,PERSONAL,FAIR,0,0,COMPREHENSIVE,250,25,284.03,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,10,SEDAN,DIESEL,8950.81,1960,2,1,19,1,4500,RIDESHARE,GOOD,2,0,COMPREHENSIVE,250,0,489.87,SUBURBAN,STREET_PARKING
0,0.0,0,0,0,HATCHBACK,DIESEL,11955.42,1590,3,1,26,8,8800,PERSONAL,POOR,1,0,COMPREHENSIVE,500,50,274.77,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,7,HATCHBACK,CNG,8626.65,2310,4,1,29,10,10800,PERSONAL,GOOD,1,0,COMPREHENSIVE,500,45,250.0,RURAL,PRIVATE_DRIVEWAY
1,4713.74,0,26,5,SEDAN,DIESEL,15834.16,1120,5,1,37,17,21000,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,500,35,466.71,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,3,HATCHBACK,PETROL,13380.53,1440,5,1,28,5,14400,PERSONAL,EXCELLENT,2,0,THIRD_PARTY,500,35,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,13,SUV,HYBRID,9011.58,800,5,0,51,25,7600,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,1000,25,384.18,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,9,TRUCK,CNG,16881.4,2240,5,1,22,2,21100,COMMERCIAL,GOOD,1,0,COMPREHENSIVE,1000,20,602.12,SUBURBAN,STREET_PARKING
0,0.0,0,0,12,LUXURY_COUPE,DIESEL,26235.31,2230,2,0,36,12,13200,RIDESHARE,POOR,0,1,THIRD_PARTY,2000,20,446.06,SUBURBAN,PRIVATE_DRIVEWAY
1,1103.83,0,26,13,SEDAN,PETROL,4054.45,2220,2,1,35,14,7500,RIDESHARE,GOOD,0,1,COMPREHENSIVE,2000,0,250.0,URBAN,STREET_PARKING
0,0.0,0,0,18,COMMERCIAL_VAN,DIESEL,7534.62,1190,2,1,56,20,18100,PERSONAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,1000,20,306.07,URBAN,LOCKED_GARAGE
0,0.0,0,0,15,HATCHBACK,ELECTRIC,4000.0,1320,3,0,41,21,15100,COMMUTE,FAIR,2,1,COMPREHENSIVE,500,45,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,11,HATCHBACK,PETROL,5523.17,1160,3,0,23,4,2000,COMMUTE,GOOD,0,0,COMPREHENSIVE,500,25,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,16,SUV,ELECTRIC,8480.09,1620,4,1,46,22,15000,PERSONAL,GOOD,1,1,COMPREHENSIVE,500,25,266.09,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,9,SUV,DIESEL,16374.65,2890,5,1,29,10,9500,COMMUTE,FAIR,1,0,THIRD_PARTY,2000,0,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,SEDAN,PETROL,5829.78,800,1,1,25,4,8600,PERSONAL,POOR,2,0,THIRD_PARTY,1000,0,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,LUXURY_COUPE,DIESEL,15075.67,2470,2,0,58,39,11900,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,500,45,532.41,SUBURBAN,PRIVATE_DRIVEWAY
1,4000.0,0,26,12,HATCHBACK,PETROL,4000.0,2360,1,1,36,11,2100,PERSONAL,EXCELLENT,0,2,ZERO_DEP_PREMIUM,250,25,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,17,SUV,ELECTRIC,7955.5,1270,2,0,49,20,12400,PERSONAL,GOOD,1,0,THIRD_PARTY,250,0,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,9,HATCHBACK,PETROL,6199.1,1940,5,0,35,15,15800,COMMERCIAL,FAIR,1,0,COMPREHENSIVE,500,35,250.0,URBAN,STREET_PARKING
0,0.0,0,0,13,SEDAN,HYBRID,5721.86,2370,3,1,45,25,8600,COMMERCIAL,FAIR,1,0,ZERO_DEP_PREMIUM,500,0,425.51,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,SEDAN,PETROL,18173.08,1420,5,1,62,37,12100,PERSONAL,POOR,1,1,COMPREHENSIVE,500,25,455.06,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,18,HATCHBACK,CNG,4154.36,1180,5,0,45,17,14300,RIDESHARE,EXCELLENT,0,1,COMPREHENSIVE,500,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,11,HATCHBACK,ELECTRIC,6288.3,2210,4,0,37,18,17000,COMMERCIAL,EXCELLENT,3,1,THIRD_PARTY,250,0,250.0,METROPOLITAN,LOCKED_GARAGE
1,5800.3,0,15,14,TRUCK,PETROL,10591.41,2620,4,0,24,5,18000,PERSONAL,EXCELLENT,2,0,COMPREHENSIVE,500,0,465.12,URBAN,LOCKED_GARAGE
1,1952.98,0,16,8,HATCHBACK,CNG,7896.4,1560,2,0,54,24,10000,COMMERCIAL,EXCELLENT,4,0,COMPREHENSIVE,250,0,438.76,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,HATCHBACK,DIESEL,4000.0,2000,5,0,49,20,12200,PERSONAL,GOOD,1,0,COMPREHENSIVE,250,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,1,TRUCK,DIESEL,37442.43,2920,5,1,47,21,4000,COMMERCIAL,EXCELLENT,1,0,COMPREHENSIVE,500,35,1540.13,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SEDAN,CNG,24155.82,1570,3,1,41,21,9700,COMMERCIAL,GOOD,2,0,COMPREHENSIVE,500,20,1322.72,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,9,HATCHBACK,CNG,6291.08,1800,5,0,58,36,22600,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,500,45,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,13,HATCHBACK,DIESEL,4312.04,1940,5,0,36,8,7600,PERSONAL,FAIR,0,2,ZERO_DEP_PREMIUM,250,50,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,15,SEDAN,CNG,4665.57,1300,4,0,50,26,21600,COMMERCIAL,EXCELLENT,4,0,COMPREHENSIVE,1000,0,288.2,URBAN,STREET_PARKING
0,0.0,0,0,8,SEDAN,PETROL,13322.87,2370,5,1,67,34,6700,COMMUTE,EXCELLENT,0,0,COMPREHENSIVE,1000,45,332.33,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,12,SEDAN,PETROL,5936.93,930,3,1,43,12,18500,PERSONAL,FAIR,1,0,THIRD_PARTY,1000,25,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,10,SEDAN,PETROL,8458.31,1510,2,0,37,8,15500,COMMUTE,GOOD,2,0,ZERO_DEP_PREMIUM,250,35,316.28,RURAL,PRIVATE_DRIVEWAY
1,4000.0,0,24,18,HATCHBACK,PETROL,4000.0,2100,3,1,34,10,24800,COMMUTE,GOOD,2,1,COMPREHENSIVE,1000,35,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,12,SEDAN,DIESEL,7706.31,910,1,1,34,9,2000,RIDESHARE,POOR,1,0,ZERO_DEP_PREMIUM,500,45,379.12,SUBURBAN,STREET_PARKING
0,0.0,0,0,7,HATCHBACK,PETROL,8976.3,2170,2,1,43,14,8800,PERSONAL,POOR,1,0,COMPREHENSIVE,500,20,258.34,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,SEDAN,DIESEL,7117.32,1720,1,0,65,36,24800,RIDESHARE,GOOD,0,0,COMPREHENSIVE,500,25,263.13,RURAL,STREET_PARKING
0,0.0,0,0,2,SEDAN,PETROL,19365.5,2460,3,1,48,21,14600,PERSONAL,GOOD,1,0,THIRD_PARTY,1000,0,376.63,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,18,SUV,PETROL,8741.64,2000,3,0,45,14,17500,PERSONAL,FAIR,0,0,COMPREHENSIVE,500,0,259.37,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SEDAN,ELECTRIC,19957.98,1490,5,0,44,24,8500,RIDESHARE,EXCELLENT,2,0,COMPREHENSIVE,1000,0,978.02,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,LUXURY_COUPE,PETROL,51020.72,2650,5,1,20,1,7000,RIDESHARE,POOR,1,0,THIRD_PARTY,1000,0,1054.64,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,15,SUV,DIESEL,8137.92,1770,1,1,41,11,21800,COMMUTE,EXCELLENT,0,0,COMPREHENSIVE,1000,0,312.87,URBAN,LOCKED_GARAGE
0,0.0,0,0,13,SEDAN,ELECTRIC,7097.35,2920,5,0,29,6,13600,RIDESHARE,POOR,0,0,COMPREHENSIVE,1000,45,292.21,URBAN,STREET_PARKING
0,0.0,0,0,18,SEDAN,DIESEL,4805.24,1660,2,0,63,44,35100,COMMERCIAL,POOR,1,0,COMPREHENSIVE,500,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,14,SUV,HYBRID,5650.43,1510,4,0,30,8,15000,RIDESHARE,EXCELLENT,1,0,THIRD_PARTY,500,0,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,12,HATCHBACK,CNG,4998.42,1470,1,0,23,4,19100,COMMUTE,FAIR,2,0,THIRD_PARTY,250,45,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,TRUCK,PETROL,19945.13,2420,5,1,18,0,20900,COMMERCIAL,EXCELLENT,1,0,COMPREHENSIVE,250,25,1122.61,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,SUV,DIESEL,37037.08,860,4,1,31,8,17200,PERSONAL,EXCELLENT,4,1,ZERO_DEP_PREMIUM,2000,50,1180.55,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,HATCHBACK,PETROL,11640.45,1350,2,1,18,0,19300,COMMERCIAL,EXCELLENT,1,1,ZERO_DEP_PREMIUM,1000,45,610.03,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,5,SUV,PETROL,20309.55,940,4,0,45,20,22600,RIDESHARE,FAIR,0,0,ZERO_DEP_PREMIUM,1000,25,1079.68,SUBURBAN,STREET_PARKING
0,0.0,0,0,0,TRUCK,DIESEL,50314.37,1730,2,1,45,11,13800,COMMUTE,GOOD,0,0,THIRD_PARTY,2000,45,459.79,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,9,HATCHBACK,DIESEL,7054.35,2120,5,1,27,6,10300,PERSONAL,FAIR,0,0,COMPREHENSIVE,1000,20,250.0,SUBURBAN,STREET_PARKING
1,5459.99,0,28,14,SUV,HYBRID,7798.3,1620,3,0,54,19,20400,PERSONAL,POOR,2,0,ZERO_DEP_PREMIUM,1000,35,336.44,METROPOLITAN,STREET_PARKING
0,0.0,0,0,18,HATCHBACK,DIESEL,4000.0,1120,2,1,40,20,24600,PERSONAL,GOOD,0,1,COMPREHENSIVE,500,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,9,TRUCK,ELECTRIC,21067.85,2200,5,0,40,10,9400,COMMUTE,GOOD,0,0,COMPREHENSIVE,250,35,597.45,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,16,SUV,DIESEL,9093.56,1440,1,0,54,33,25000,PERSONAL,POOR,2,0,COMPREHENSIVE,500,20,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,18,LUXURY_COUPE,PETROL,13650.7,2530,2,1,58,26,6500,COMMUTE,GOOD,1,0,COMPREHENSIVE,1000,35,332.05,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,16,COMMERCIAL_VAN,PETROL,7982.5,800,1,1,28,7,14400,COMMUTE,EXCELLENT,2,1,THIRD_PARTY,500,25,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,8,SEDAN,DIESEL,11886.55,890,3,1,22,2,4100,COMMUTE,GOOD,1,0,ZERO_DEP_PREMIUM,2000,50,367.75,URBAN,STREET_PARKING
0,0.0,0,0,6,TRUCK,DIESEL,22646.07,1360,2,1,37,16,2000,RIDESHARE,GOOD,1,0,ZERO_DEP_PREMIUM,500,20,1730.85,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,18,HATCHBACK,PETROL,4000.0,1020,3,0,64,38,12500,RIDESHARE,FAIR,1,1,COMPREHENSIVE,500,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,HATCHBACK,PETROL,8546.55,1130,4,0,31,10,17200,PERSONAL,EXCELLENT,1,1,ZERO_DEP_PREMIUM,500,35,321.63,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,7,HATCHBACK,PETROL,9563.57,930,2,1,56,19,13300,COMMUTE,GOOD,0,0,THIRD_PARTY,500,20,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,1,TRUCK,DIESEL,34657.42,2800,4,1,28,7,26200,PERSONAL,FAIR,2,0,ZERO_DEP_PREMIUM,500,0,1849.53,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,15,HATCHBACK,PETROL,4000.0,2800,4,1,40,20,6100,PERSONAL,FAIR,1,0,COMPREHENSIVE,1000,0,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,12,HATCHBACK,PETROL,4681.36,2140,1,0,34,6,14000,COMMUTE,FAIR,0,2,COMPREHENSIVE,500,20,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,1,SEDAN,PETROL,20372.08,1230,5,0,48,26,9300,COMMERCIAL,GOOD,0,1,COMPREHENSIVE,250,50,646.38,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,SUV,PETROL,28376.57,1740,5,0,44,22,11200,RIDESHARE,GOOD,2,0,COMPREHENSIVE,250,25,1247.43,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,10,COMMERCIAL_VAN,DIESEL,11724.94,1560,5,0,29,11,9800,COMMERCIAL,GOOD,0,0,THIRD_PARTY,250,20,250.0,URBAN,STREET_PARKING
0,0.0,0,0,10,HATCHBACK,CNG,6011.05,1200,3,1,35,13,11300,PERSONAL,GOOD,1,1,THIRD_PARTY,500,45,250.0,URBAN,LOCKED_GARAGE
